utterance	output
土豆丝是怎么炒？	[IN:QUERY [SL:DISHNAME 土豆丝]是怎么炒？]
小c 你好我想看河北卫视	[IN:PLAY 小c 你好我想看[SL:NAME 河北卫视]]
来点歌听听	[IN:PLAY 来点歌听听]
给曹广义打电话	[IN:DIAL 给[SL:NAME 曹广义]打电话]
来首出师表	[IN:PLAY 来首[SL:SONG 出师表]]
烧伤怎么治疗啊？	[IN:QUERY [SL:KEYWORD 烧伤]怎么治疗啊？]
发短信给叶少云晚上要不要出去玩	[IN:SEND 发短信给[SL:NAME 叶少云][SL:CONTENT 晚上要不要出去玩]]
传简讯给家里	[IN:SEND 传简讯给[SL:NAME 家里]]
搜索15选5的号码信息	[IN:NUMBER_QUERY 搜索[SL:NAME 15选5]的号码信息]
三女休夫	[IN:QUERY [SL:NAME 三女休夫]]
鱼香肉丝哦	[IN:QUERY [SL:DISHNAME 鱼香肉丝]哦]
做糖醋排骨	[IN:QUERY 做[SL:DISHNAME 糖醋排骨]]
你给我讲讲红烧肉的做法。	[IN:QUERY 你给我讲讲[SL:DISHNAME 红烧肉]的做法。]
搜索泰亚股份股票	[IN:QUERY 搜索[SL:NAME 泰亚股份]股票]
我要写条新邮件	[IN:CREATE 我要写条新邮件]
点一首爱情买卖来听听	[IN:PLAY 点一首[SL:SONG 爱情买卖]来听听]
你吃过早饭了吗用英文怎么讲	[IN:TRANSLATION [SL:CONTENT 你吃过早饭了吗]用[SL:TARGET 英文]怎么讲]
放一首其实我介意	[IN:PLAY 放一首[SL:SONG 其实我介意]]
安哥拉的英文是什么	[IN:TRANSLATION [SL:CONTENT 安哥拉]的[SL:TARGET 英文]是什么]
那给我背静夜思。	[IN:QUERY 那给我背[SL:NAME 静夜思]。]
帮我搜索一下宜春到长沙的火车	[IN:QUERY 帮我搜索一下[SL:STARTLOC_CITY 宜春]到[SL:ENDLOC_CITY 长沙]的火车]
盐水鸭怎么做？	[IN:QUERY [SL:DISHNAME 盐水鸭]怎么做？]
甄嬛传高清	[IN:QUERY [SL:NAME 甄嬛传][SL:RESOLUTION 高清]]
开启qq	[IN:LAUNCH 开启[SL:NAME qq]]
我要到徐家汇怎么走	[IN:ROUTE 我要到[SL:ENDLOC_POI 徐家汇]怎么走]
x战警第一部	[IN:QUERY [SL:NAME x战警][SL:SEASON 第一部]]
打开中关村在线网	[IN:OPEN 打开[SL:NAME 中关村在线]网]
查一下到洛阳的高铁	[IN:QUERY 查一下到[SL:ENDLOC_CITY 洛阳]的[SL:CATEGORY 高铁]]
居然股份股票怎么样	[IN:QUERY [SL:NAME 居然股份]股票怎么样]
查找科大讯飞股票的股价	[IN:QUERY 查找[SL:NAME 科大讯飞]股票的股价]
那就来一首李白的诗词。	[IN:QUERY 那就来一首[SL:AUTHOR 李白]的诗词。]
得了皮肤病怎么办？	[IN:QUERY 得了[SL:KEYWORD 皮肤病]怎么办？]
打开骏网一卡通	[IN:OPEN 打开[SL:NAME 骏网一卡通]]
现在中央一台在播什么节目？	[IN:QUERY [SL:DATETIME_TIME 现在][SL:TVCHANNEL 中央一台]在播什么节目？]
红烧排骨怎么做？啊？	[IN:QUERY [SL:DISHNAME 红烧排骨]怎么做？啊？]
西兰花怎么做？	[IN:QUERY [SL:INGREDIENT 西兰花]怎么做？]
牛骨汤	[IN:QUERY [SL:DISHNAME 牛骨汤]]
包皮包茎	[IN:QUERY [SL:KEYWORD 包皮包茎]]
请问牛排怎么做	[IN:QUERY 请问[SL:DISHNAME 牛排]怎么做]
鱼要怎么煮才好吃	[IN:QUERY [SL:INGREDIENT 鱼]要怎么煮才好吃]
不蒸了牛肉丸	[IN:QUERY 不蒸了[SL:DISHNAME 牛肉丸]]
查一下明天晚上17点30分从上海飞往珠海三灶机场的飞机	[IN:QUERY 查一下[SL:STARTDATE_DATE 明天]晚上[SL:STARTDATE_TIME 17点30分]从[SL:STARTLOC_CITY 上海]飞往[SL:ENDLOC_CITY 珠海][SL:ENDLOC_POI 三灶机场]的飞机]
羊肉怎么烧？	[IN:QUERY [SL:INGREDIENT 羊肉]怎么烧？]
好无聊哇有什么好看的电影	[IN:QUERY 好无聊哇有什么[SL:SCOREDESCR 好看]的[SL:CATEGORY 电影]]
我把相机打开	[IN:LAUNCH 我把[SL:NAME 相机]打开]
最新电影	[IN:QUERY [SL:TIMEDESCR 最新][SL:CATEGORY 电影]]
给叶君恩打电话	[IN:DIAL 给[SL:NAME 叶君恩]打电话]
看看今天有什么好看的节目？	[IN:QUERY 看看[SL:DATETIME_DATE 今天]有什么好看的[SL:CATEGORY 节目]？]
怎么做馒头	[IN:QUERY 怎么做[SL:DISHNAME 馒头]]
下个星期中国足球超级联赛淘汰赛的赛事前瞻	[IN:QUERY [SL:DATETIME_DATE 下个星期][SL:CATEGORY 中国足球超级联赛]淘汰赛的赛事前瞻]
来首甘露寺。	[IN:QUERY 来首[SL:NAME 甘露寺]。]
贫血怎么治？	[IN:QUERY [SL:KEYWORD 贫血]怎么治？]
给青发短信	[IN:SEND 给[SL:NAME 青]发短信]
电影频道今天放什么	[IN:QUERY [SL:TVCHANNEL 电影频道][SL:DATETIME_DATE 今天]放什么]
替我回复邮件	[IN:REPLY 替我回复邮件]
帮忙讲几个谜语给我猜。	[IN:QUERY 帮忙讲几个[SL:CATEGORY 谜语]给我猜。]
包皮过长，怎么办？哦。	[IN:QUERY [SL:KEYWORD 包皮过长]，怎么办？哦。]
我要看游戏异界小说	[IN:QUERY 我要看[SL:CATEGORY 游戏异界]小说]
查寻标兵的号码	[IN:QUERY 查[SL:NAME 寻标兵]的号码]
啊，青椒炒蛋。	[IN:QUERY 啊，[SL:DISHNAME 青椒炒蛋]。]
噗我想听新闻。	[IN:PLAY 噗我想听新闻。]
从这里去科大讯飞如何去	[IN:ROUTE 从这里去[SL:ENDLOC_POI 科大讯飞]如何去]
宁波到杭州的汽车	[IN:QUERY [SL:SRC 宁波]到[SL:DEST 杭州]的汽车]
发邮件给晶晶	[IN:SEND 发邮件给[SL:NAME 晶晶]]
汕头到重庆的航班	[IN:QUERY [SL:STARTLOC_CITY 汕头]到[SL:ENDLOC_CITY 重庆]的航班]
那么最近有什么好电影呢？	[IN:QUERY 那么[SL:TIMEDESCR 最近]有什么[SL:SCOREDESCR 好][SL:CATEGORY 电影]呢？]
把王世怀的号码发给乔丽君	[IN:SENDCONTACTS 把[SL:NAME 王世怀]的号码发给[SL:RECEIVER 乔丽君]]
请帮我打开电影	[IN:QUERY 请帮我打开[SL:CATEGORY 电影]]
国防军事频道2天后播捍卫者	[IN:QUERY [SL:TVCHANNEL 国防军事]频道[SL:DATETIME_DATE 2天后]播[SL:NAME 捍卫者]]
浏览一下百度	[IN:OPEN 浏览一下[SL:NAME 百度]]
能帮我收听淄博音乐广播	[IN:LAUNCH 能帮我收听[SL:NAME 淄博音乐广播]]
周慧的电话。	[IN:QUERY [SL:NAME 周慧]的电话。]
央视三台现在播放什么节目	[IN:QUERY [SL:TVCHANNEL 央视三台][SL:DATETIME_TIME 现在]播放什么节目]
你说谜语给我猜。	[IN:QUERY 你说[SL:CATEGORY 谜语]给我猜。]
从厦门到昆明的飞机	[IN:QUERY 从[SL:STARTLOC_CITY 厦门]到[SL:ENDLOC_CITY 昆明]的飞机]
打电话给胖头	[IN:DIAL 打电话给[SL:NAME 胖头]]
红烧鱼块。	[IN:QUERY [SL:DISHNAME 红烧鱼块]。]
糖醋鲤鱼怎么做？而？	[IN:QUERY [SL:DISHNAME 糖醋鲤鱼]怎么做？而？]
你给朴叔打电话	[IN:DIAL 你给[SL:NAME 朴叔]打电话]
同是天涯沦落人下一句。	[IN:QUERY [SL:KEYWORD 同是天涯沦落人][SL:QUERYFIELD 下一句]。]
你会查火车票么	[IN:QUERY 你会查火车票么]
是否还有其他关于钓鱼岛的新闻	[IN:PLAY 是否还有其他关于[SL:KEYWORD 钓鱼岛]的新闻]
半夜不要照镜子	[IN:QUERY [SL:NAME 半夜不要照镜子]]
打电话给何健	[IN:DIAL 打电话给[SL:NAME 何健]]
怎么做？酸菜鱼？	[IN:QUERY 怎么做？[SL:DISHNAME 酸菜鱼]？]
去科大讯飞怎么走	[IN:ROUTE 去[SL:ENDLOC_POI 科大讯飞]怎么走]
五梆瓜鸡蛋汤怎么做？	[IN:QUERY 五梆瓜[SL:DISHNAME 鸡蛋汤]怎么做？]
打开百度啊	[IN:OPEN 打开[SL:NAME 百度]啊]
大肠癌	[IN:QUERY [SL:KEYWORD 大肠癌]]
湖南卫视明天播什么节目	[IN:QUERY [SL:TVCHANNEL 湖南卫视][SL:DATETIME_DATE 明天]播什么节目]
给杨斌发短信	[IN:SEND 给[SL:NAME 杨斌]发短信]
上周六发现之旅有演星跳水立方呢	[IN:QUERY 上周六[SL:TVCHANNEL 发现之旅]有[SL:NAME 演星跳水立方]呢]
中国太保股票	[IN:QUERY [SL:NAME 中国太保]股票]
我要听宋词。	[IN:QUERY 我要听[SL:DYNASTY 宋]词。]
民间小炒肉的做法。	[IN:QUERY 民间[SL:DISHNAME 小炒肉]的做法。]
搜索大乐透的中奖号码	[IN:NUMBER_QUERY 搜索[SL:NAME 大乐透]的中奖号码]
导航到江门	[IN:ROUTE 导航到[SL:ENDLOC_CITY 江门]]
用电压力锅怎么蒸米粉肉。	[IN:QUERY 用电[SL:UTENSIL 压力锅]怎么[SL:DISHNAME 蒸米粉肉]。]
赶紧推荐一部小说。	[IN:QUERY 赶紧推荐一部小说。]
钢铁侠三	[IN:QUERY [SL:NAME 钢铁侠三]]
金枝欲孽	[IN:QUERY [SL:NAME 金枝欲孽]]
呃发信息给周玉豪	[IN:SEND 呃发信息给[SL:NAME 周玉豪]]
查询后天成都到伦敦的航班	[IN:QUERY 查询[SL:STARTDATE_DATE 后天][SL:STARTLOC_CITY 成都]到[SL:ENDLOC_CITY 伦敦]的航班]
故宫鱼怎么做？	[IN:QUERY [SL:INGREDIENT 故宫鱼]怎么做？]
查询一汽轿车股票	[IN:QUERY 查询[SL:NAME 一汽轿车]股票]
游戏竞技频道	[IN:PLAY [SL:NAME 游戏竞技频道]]
出口在哪里英文怎么说	[IN:TRANSLATION [SL:CONTENT 出口在哪里][SL:TARGET 英文]怎么说]
个来一首路灯下的小姑娘。	[IN:PLAY 个来一首[SL:SONG 路灯下的小姑娘]。]
少儿节目中央少儿节目	[IN:QUERY [SL:CATEGORY 少儿]节目中央[SL:CATEGORY 少儿]节目]
给张大萍发短信	[IN:SEND 给[SL:NAME 张大萍]发短信]
伊利股份股票	[IN:QUERY [SL:NAME 伊利股份]股票]
我想看电影超人	[IN:QUERY 我想看[SL:CATEGORY 电影][SL:NAME 超人]]
你会猜谜语吗？	[IN:QUERY 你会猜[SL:CATEGORY 谜语]吗？]
给胡克发短信	[IN:SEND 给[SL:NAME 胡克]发短信]
读一首古诗给我听。	[IN:DEFAULT 读一首古诗给我听。]
女人的颜色六十九集	[IN:QUERY [SL:NAME 女人的颜色][SL:EPISODE 六十九集]]
中超比赛时间，我。	[IN:QUERY [SL:CATEGORY 中超]比赛时间，我。]
给我念首春晓。	[IN:QUERY 给我念首[SL:NAME 春晓]。]
江苏舜天队这个星期的比赛时间给我找出来	[IN:QUERY [SL:NAME 江苏舜天]队[SL:DATETIME_DATE 这个星期]的比赛时间给我找出来]
湖北卫视今天下午六点以后开始播男生女生向前冲	[IN:QUERY [SL:TVCHANNEL 湖北卫视][SL:DATETIME_DATE 今天][SL:DATETIME_TIME 下午六点以后]开始播[SL:NAME 男生女生向前冲]]
我想听春天里这首歌	[IN:PLAY 我想听[SL:SONG 春天里]这首歌]
发短信给贤想快点给我送早饭开门我饿死了	[IN:SEND 发短信给[SL:NAME 贤][SL:CONTENT 想快点给我送早饭开门我饿死了]]
手癣怎么治疗？	[IN:QUERY [SL:KEYWORD 手癣]怎么治疗？]
来一首水调歌头。	[IN:QUERY 来一首[SL:NAME 水调歌头]。]
今天温州有什么新闻。	[IN:PLAY [SL:DATETIME_DATE 今天][SL:LOCATION_CITY 温州]有什么新闻。]
去伦敦的航班	[IN:QUERY 去[SL:ENDLOC_CITY 伦敦]的航班]
我想听莫失莫忘。	[IN:PLAY 我想听[SL:SONG 莫失莫忘]。]
常州在哪	[IN:POSITION [SL:LOCATION_CITY 常州]在哪]
当前不再呼叫英语怎么说	[IN:TRANSLATION [SL:CONTENT 当前不再呼叫][SL:TARGET 英语]怎么说]
高清广东台	[IN:PLAY [SL:RESOLUTION 高清][SL:NAME 广东台]]
我要买电脑的英语怎么说	[IN:TRANSLATION [SL:CONTENT 我要买电脑]的[SL:TARGET 英语]怎么说]
恶熊出没	[IN:QUERY 恶[SL:NAME 熊出没]]
关节痛怎么办？	[IN:QUERY [SL:KEYWORD 关节痛]怎么办？]
搜索小说校园全能高手。	[IN:QUERY 搜索小说[SL:NAME 校园全能高手]。]
能不能看当前的中超联赛	[IN:QUERY 能不能看当前的[SL:NAME 中超联赛]]
明天去纽约的航班。	[IN:QUERY [SL:STARTDATE_DATE 明天]去[SL:ENDLOC_CITY 纽约]的航班。]
中超的比赛时间。	[IN:QUERY [SL:CATEGORY 中超]的比赛时间。]
腾讯公司的股票	[IN:QUERY [SL:NAME 腾讯]公司的股票]
给我放一部最新的电影。	[IN:QUERY 给我放一部最新的电影。]
BTV北京频道打狗棍	[IN:QUERY [SL:TVCHANNEL BTV北京频道][SL:NAME 打狗棍]]
大乐透中奖号码为	[IN:NUMBER_QUERY [SL:NAME 大乐透]中奖号码为]
打开个性闹钟	[IN:LAUNCH 打开[SL:NAME 个性闹钟]]
做鱼怎么做？	[IN:QUERY 做[SL:INGREDIENT 鱼]怎么做？]
上海回合肥怎么坐汽车	[IN:QUERY [SL:SRC 上海]回[SL:DEST 合肥]怎么坐汽车]
发短信	[IN:SEND 发短信]
打电话给大哥	[IN:DIAL 打电话给[SL:NAME 大哥]]
去网上搜索兰陵王。	[IN:QUERY 去网上搜索[SL:NAME 兰陵王]。]
把高建清的号码发给潘青华	[IN:SENDCONTACTS 把[SL:NAME 高建清]的号码发给[SL:RECEIVER 潘青华]]
鱼怎么做莱	[IN:QUERY [SL:INGREDIENT 鱼]怎么做莱]
我想看搞定岳父大人电影	[IN:QUERY 我想看[SL:NAME 搞定岳父大人][SL:CATEGORY 电影]]
你去玩手机了吧用英语怎么说	[IN:TRANSLATION [SL:CONTENT 你去玩手机了吧]用[SL:TARGET 英语]怎么说]
给我看看什么时候有播盛夏晚晴天	[IN:QUERY 给我看看什么时候有播[SL:NAME 盛夏晚晴天]]
螃蟹怎么蒸？	[IN:QUERY [SL:INGREDIENT 螃蟹]怎么蒸？]
汉堡。	[IN:QUERY [SL:DISHNAME 汉堡]。]
红烧猪脚怎么做啊？	[IN:QUERY [SL:DISHNAME 红烧猪脚]怎么做啊？]
搜索合肥左岸电影城。	[IN:QUERY 搜索[SL:THEATRE 合肥左岸电影城]。]
CCTV新闻	[IN:PLAY [SL:NAME CCTV新闻]]
我想看大武当电影	[IN:QUERY 我想看[SL:NAME 大武当][SL:CATEGORY 电影]]
从我这里去芙蓉区政府怎么去	[IN:ROUTE 从我这里去[SL:ENDLOC_POI 芙蓉区政府]怎么去]
易车网看看	[IN:OPEN [SL:NAME 易车网]看看]
肉肉怎么腌制？	[IN:QUERY [SL:INGREDIENT 肉肉]怎么腌制？]
说萝卜怎么做？	[IN:QUERY 说[SL:INGREDIENT 萝卜]怎么做？]
查一首古诗，武林春。	[IN:QUERY 查一首古诗，[SL:NAME 武林春]。]
阳澄湖大闸蟹的做法。	[IN:QUERY [SL:DISHNAME 阳澄湖大闸蟹]的做法。]
写短信给颖村	[IN:SEND 写短信给[SL:NAME 颖村]]
艺锅肉怎么做？	[IN:QUERY 艺锅[SL:INGREDIENT 肉]怎么做？]
从汕头到西安的汽车。	[IN:QUERY 从[SL:SRC 汕头]到[SL:DEST 西安]的汽车。]
发信息给学超	[IN:SEND 发信息给[SL:NAME 学超]]
甲鱼，邓鸡，如何制作。	[IN:QUERY 甲鱼，邓[SL:INGREDIENT 鸡]，如何制作。]
大骨汤的做法。	[IN:QUERY [SL:INGREDIENT 大骨汤]的做法。]
去永康怎么走	[IN:ROUTE 去[SL:ENDLOC_AREA 永康]怎么走]
麻烦您可不可以帮我调频99.3嘉善人民广播电台	[IN:LAUNCH 麻烦您可不可以帮我调频[SL:CODE 99.3][SL:NAME 嘉善人民广播电台]]
我要和妹妹睡觉英语怎么说	[IN:TRANSLATION [SL:CONTENT 我要和妹妹睡觉][SL:TARGET 英语]怎么说]
黑米红豆粥的做法。	[IN:QUERY [SL:DISHNAME 黑米红豆粥]的做法。]
chc高清的节目单	[IN:QUERY [SL:TVCHANNEL chc高清]的节目单]
土豆炒肉丝的做法	[IN:QUERY [SL:DISHNAME 土豆炒肉丝]的做法]
给刘西发短信	[IN:SEND 给[SL:NAME 刘西]发短信]
板栗如何烧？	[IN:QUERY [SL:INGREDIENT 板栗]如何烧？]
海星的做法。	[IN:QUERY [SL:INGREDIENT 海星]的做法。]
智能手机英语怎么说	[IN:TRANSLATION [SL:CONTENT 智能手机][SL:TARGET 英语]怎么说]
神兵小将	[IN:QUERY [SL:NAME 神兵小将]]
播七龙珠	[IN:QUERY 播[SL:NAME 七龙珠]]
酸菜鱼怎么煮啊？	[IN:QUERY [SL:DISHNAME 酸菜鱼]怎么煮啊？]
翻译这个多少钱	[IN:TRANSLATION 翻译[SL:CONTENT 这个多少钱]]
我想知道皮蛋瘦肉粥是怎么做的	[IN:QUERY 我想知道[SL:DISHNAME 皮蛋瘦肉粥]是怎么做的]
下半年的电视剧	[IN:QUERY [SL:DATETIME_DATE 下半年]的[SL:CATEGORY 电视剧]]
看动物卡通	[IN:QUERY 看[SL:TAG 动物卡通]]
导航到佛山大良汽车站	[IN:ROUTE 导航到[SL:ENDLOC_CITY 佛山]大良汽车站]
宜家	[IN:OPEN [SL:NAME 宜家]]
蒋捷的宋词	[IN:QUERY [SL:AUTHOR 蒋捷]的[SL:DYNASTY 宋]词]
请帮我调一下电台到镇江新闻广播	[IN:LAUNCH 请帮我调一下电台到[SL:NAME 镇江新闻广播]]
灌阳县位置	[IN:POSITION [SL:LOCATION_AREA 灌阳县]位置]
酷狗音乐盒	[IN:LAUNCH [SL:NAME 酷狗音乐盒]]
发短讯给曹建阳	[IN:SEND 发短讯给[SL:NAME 曹建阳]]
家，背首沁园春雪。	[IN:QUERY 家，背首[SL:NAME 沁园春雪]。]
我想看一下科大讯飞的股票	[IN:QUERY 我想看一下[SL:NAME 科大讯飞]的股票]
我想上qq	[IN:LAUNCH 我想上[SL:NAME qq]]
灌汤小笼包怎样做。	[IN:QUERY [SL:DISHNAME 灌汤小笼包]怎样做。]
西红柿用英语怎么说	[IN:TRANSLATION [SL:CONTENT 西红柿]用[SL:TARGET 英语]怎么说]
馄炖怎么做？	[IN:QUERY [SL:DISHNAME 馄炖]怎么做？]
汉堡的英语怎么说	[IN:TRANSLATION [SL:CONTENT 汉堡]的[SL:TARGET 英语]怎么说]
电影中国合伙人	[IN:QUERY [SL:CATEGORY 电影][SL:NAME 中国合伙人]]
请背诵静夜思。	[IN:QUERY 请背诵[SL:NAME 静夜思]。]
中央六台的节目单	[IN:QUERY [SL:TVCHANNEL 中央六台]的节目单]
我想听最新军事新闻。	[IN:PLAY 我想听最新[SL:CATEGORY 军事]新闻。]
朗诵一首李白的诗词。	[IN:QUERY 朗诵一首[SL:AUTHOR 李白]的诗词。]
帮忙打开一下酷狗音乐播放音乐行不	[IN:LAUNCH 帮忙打开一下[SL:NAME 酷狗音乐]播放音乐行不]
死亡笔记	[IN:QUERY [SL:NAME 死亡笔记]]
字谜你。	[IN:QUERY [SL:CATEGORY 字谜]你。]
给夏磊发短信	[IN:SEND 给[SL:NAME 夏磊]发短信]
乳房的英语怎么说	[IN:TRANSLATION [SL:CONTENT 乳房]的[SL:TARGET 英语]怎么说]
夜访吸血鬼	[IN:QUERY [SL:NAME 夜访吸血鬼]]
得了关节炎怎么办？	[IN:QUERY 得了[SL:KEYWORD 关节炎]怎么办？]
有没有下周二到贵阳的航班	[IN:QUERY 有没有[SL:STARTDATE_DATE 下周二]到[SL:ENDLOC_CITY 贵阳]的航班]
电影十二生肖	[IN:QUERY [SL:CATEGORY 电影][SL:NAME 十二生肖]]
打开腾讯拍拍网	[IN:OPEN 打开[SL:NAME 腾讯拍拍网]]
今天什么好看电影？	[IN:QUERY [SL:DATETIME_DATE 今天]什么好看[SL:CATEGORY 电影]？]
炒鸡蛋，需要，哪些材料？	[IN:QUERY [SL:DISHNAME 炒鸡蛋]，需要，哪些材料？]
土豆烧肉。	[IN:QUERY [SL:DISHNAME 土豆烧肉]。]
我要点一首小星星	[IN:PLAY 我要点一首[SL:SONG 小星星]]
添加一条通讯录姓名葛勇手机号码189571642496	[IN:CREATE 添加一条通讯录姓名[SL:NAME 葛勇]手机号码[SL:CODE 189571642496]]
铁甲钢拳	[IN:QUERY [SL:NAME 铁甲钢拳]]
我想答复这个邮件	[IN:REPLY 我想答复这个邮件]
怎么治感冒？	[IN:QUERY 怎么治[SL:KEYWORD 感冒]？]
来首我的未来不是梦	[IN:PLAY 来首[SL:SONG 我的未来不是梦]]
胆结石怎样治疗。	[IN:QUERY [SL:KEYWORD 胆结石]怎样治疗。]
肩周炎，要怎么治疗。	[IN:QUERY [SL:KEYWORD 肩周炎]，要怎么治疗。]
分手时，背一首诗吧？	[IN:DEFAULT 分手时，背一首诗吧？]
播放歌曲再见青春	[IN:PLAY 播放歌曲[SL:SONG 再见青春]]
一起听听新疆人民广播电台	[IN:LAUNCH 一起听听[SL:NAME 新疆人民广播电台]]
背唐诗李白侠客行	[IN:QUERY 背[SL:DYNASTY 唐]诗[SL:AUTHOR 李白][SL:NAME 侠客行]]
新闻解码	[IN:PLAY [SL:NAME 新闻解码]]
你知道中国科技大学在哪里吗	[IN:POSITION 你知道[SL:LOCATION_POI 中国科技大学]在哪里吗]
书画频道上周六有开始非诚勿扰么	[IN:QUERY [SL:TVCHANNEL 书画频道][SL:DATETIME_DATE 上周六]有开始[SL:NAME 非诚勿扰]么]
我好想听新城知讯台	[IN:LAUNCH 我好想听[SL:NAME 新城知讯台]]
老朗诵首古诗。	[IN:DEFAULT 老朗诵首古诗。]
我要买彩票。	[IN:QUERY 我要买彩票。]
帮我来一首兰陵王。	[IN:QUERY 帮我来一首[SL:NAME 兰陵王]。]
转发这条mail	[IN:FORWARD 转发这条mail]
木瓜汤怎么做	[IN:QUERY [SL:DISHNAME 木瓜汤]怎么做]
搜王菲演唱会	[IN:QUERY 搜[SL:ARTIST 王菲][SL:TAG 演唱会]]
天最新新闻。	[IN:PLAY 天最新新闻。]
咳嗽怎么办	[IN:QUERY [SL:KEYWORD 咳嗽]怎么办]
猪肉丸子汤怎么做啊？	[IN:QUERY [SL:DISHNAME 猪肉丸子汤]怎么做啊？]
恶念首唐诗。	[IN:QUERY 恶念首[SL:DYNASTY 唐]诗。]
请告诉我清蒸桂鱼怎么做？	[IN:QUERY 请告诉我[SL:DISHNAME 清蒸桂鱼]怎么做？]
生活大爆炸	[IN:QUERY [SL:NAME 生活大爆炸]]
李瑞英主持的最新的新闻节目	[IN:QUERY [SL:ARTIST 李瑞英][SL:ARTISTROLE 主持]的[SL:TIMEDESCR 最新]的[SL:TAG 新闻][SL:CATEGORY 节目]]
西红柿炒鸡蛋做法。	[IN:QUERY [SL:DISHNAME 西红柿炒鸡蛋]做法。]
面包怎么做	[IN:QUERY [SL:DISHNAME 面包]怎么做]
看东方	[IN:QUERY 看[SL:NAME 东方]]
打开熊猫看书	[IN:LAUNCH 打开[SL:NAME 熊猫看书]]
我背一下春晓。	[IN:QUERY 我背一下[SL:NAME 春晓]。]
鹰潭到景德镇	[IN:ROUTE [SL:STARTLOC_CITY 鹰潭]到[SL:ENDLOC_CITY 景德镇]]
音乐播放器	[IN:LAUNCH [SL:NAME 音乐播放器]]
怎么做炸鸡	[IN:QUERY 怎么做[SL:DISHNAME 炸鸡]]
我要答复邮件	[IN:REPLY 我要答复邮件]
我想听回锅肉做法。	[IN:QUERY 我想听[SL:DISHNAME 回锅肉]做法。]
我想听笨这首歌。	[IN:PLAY 我想听[SL:SONG 笨]这首歌。]
无锡到阜阳怎么坐汽车？	[IN:QUERY [SL:SRC 无锡]到[SL:DEST 阜阳]怎么坐汽车？]
从合肥到上海可以到哪坐车？	[IN:QUERY 从[SL:SRC 合肥]到[SL:DEST 上海]可以到哪坐车？]
代码000800的股票涨幅是多少	[IN:RISERATE_QUERY 代码[SL:CODE 000800]的股票涨幅是多少]
占田你给我放一下最近的新闻。	[IN:PLAY 占田你给我放一下[SL:DATETIME_DATE 最近]的新闻。]
北京二	[IN:PLAY [SL:NAME 北京二]]
中国新华网打开	[IN:OPEN 中国[SL:NAME 新华网]打开]
查找90年代好评的武侠电影	[IN:QUERY 查找[SL:DECADE 90年代][SL:PAYMENT 好评]的[SL:TAG 武侠][SL:CATEGORY 电影]]
查询上海到北京的航班。	[IN:QUERY 查询[SL:STARTLOC_CITY 上海]到[SL:ENDLOC_CITY 北京]的航班。]
哦哦，最新的电影。	[IN:QUERY 哦哦，最新的电影。]
红烧猪脚	[IN:QUERY [SL:DISHNAME 红烧猪脚]]
帮我查一下我所在的位置	[IN:POSITION 帮我查一下我所在的位置]
熊出没啊	[IN:QUERY [SL:NAME 熊出没]啊]
请给我讲一下今天的新闻吧！	[IN:PLAY 请给我讲一下[SL:DATETIME_DATE 今天]的新闻吧！]
查查科大讯飞在哪儿	[IN:POSITION 查查[SL:LOCATION_POI 科大讯飞]在哪儿]
帮我翻译一下我饿了	[IN:TRANSLATION 帮我翻译一下[SL:CONTENT 我饿了]]
白灼基尾虾的做法。	[IN:QUERY [SL:DISHNAME 白灼基尾虾]的做法。]
背首杜甫的诗啊？	[IN:QUERY 背首[SL:AUTHOR 杜甫]的诗啊？]
桂花糕。	[IN:QUERY [SL:DISHNAME 桂花糕]。]
我要查看邮件	[IN:LAUNCH 我要查看邮件]
哦哦，查一下香港最新上映电影。	[IN:QUERY 哦哦，查一下[SL:LOCATION_CITY 香港]最新上映电影。]
给我来首绝句。	[IN:QUERY 给我来首[SL:NAME 绝句]。]
讲个谜语吧，辣。	[IN:QUERY 讲个[SL:CATEGORY 谜语]吧，辣。]
明晚真人秀频道有播放过百变大咖秀呢	[IN:QUERY [SL:DATETIME_TIME 明晚][SL:TVCHANNEL 真人秀频道]有播放过[SL:NAME 百变大咖秀]呢]
背首静夜思来听一下。	[IN:QUERY 背首[SL:NAME 静夜思]来听一下。]
看一下中式传媒股票的涨跌幅	[IN:RISERATE_QUERY 看一下[SL:NAME 中式传媒]股票的涨跌幅]
新建联系人18622625490	[IN:CREATE 新建联系人[SL:CODE 18622625490]]
陕西金叶近日的涨幅情况	[IN:RISERATE_QUERY [SL:NAME 陕西金叶]近日的涨幅情况]
好评的喜剧电影	[IN:QUERY [SL:SCOREDESCR 好评]的[SL:TAG 喜剧][SL:CATEGORY 电影]]
我想知道环球影视明天播放什么电影	[IN:QUERY 我想知道环球影视[SL:DATETIME_DATE 明天]播放什么电影]
湖南卫视现在演什么节目	[IN:QUERY [SL:TVCHANNEL 湖南卫视][SL:DATETIME_TIME 现在]演什么节目]
查一下南昌到南京的火车	[IN:QUERY 查一下[SL:STARTLOC_CITY 南昌]到[SL:ENDLOC_CITY 南京]的火车]
中超比赛，结果。	[IN:QUERY [SL:CATEGORY 中超]比赛，[SL:TYPE 结果]。]
打开天天动听播放站你名下	[IN:LAUNCH 打开[SL:NAME 天天动听]播放站你名下]
落花不是无情物的下一句是什么？	[IN:QUERY [SL:KEYWORD 落花不是无情物]的[SL:QUERYFIELD 下一句]是什么？]
打石宝电话	[IN:DIAL 打[SL:NAME 石宝]电话]
