utterance	output
放一首青花瓷	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 青花瓷]]
我想听王菲的匆匆那年。	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 王菲]的[SL:SONG_NAME 匆匆那年]。]
威海天气	[IN:GETWEATHER [SL:LOCATION 威海]天气]
来一首忐忑。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 忐忑]。]
放点陈奕迅的歌	[IN:PLAYMUSIC 放点[SL:SINGER_NAME 陈奕迅]的歌]
我们的爱	[IN:PLAYMUSIC [SL:SONG_NAME 我们的爱]]
千与千寻	[IN:PLAYFMFICTION [SL:FICTION_NAME 千与千寻]]
放一首时间。	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 时间]。]
小冰我想听赵丽颖的笑话	[IN:PLAYFMJOKE 小冰我想听[SL:JOKE_TAG 赵丽颖]的笑话]
唱首fade	[IN:PLAYMUSIC 唱首[SL:SONG_NAME fade]]
播放1.41	[IN:PLAYMUSIC 播放[SL:SONG_NAME 1.41]]
想听宠爱。	[IN:PLAYMUSIC 想听[SL:SONG_NAME 宠爱]。]
播放音乐家。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 音乐家]。]
帮我放首周杰伦的晴天	[IN:PLAYMUSIC 帮我放首[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 晴天]]
歌曲high歌	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME high歌]]
给我放一首我的好妈妈。	[IN:PLAYMUSIC 给我放一首[SL:SONG_NAME 我的好妈妈]。]
我想听展展与罗罗的沙漠骆驼	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 展展与罗罗]的[SL:SONG_NAME 沙漠骆驼]]
播放送别。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 送别]。]
播放歌曲小小闺蜜	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 小小闺蜜]]
放一首陈奕迅的歌	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 陈奕迅]的歌]
你会唱黄梅戏吗？	[IN:PLAYMUSIC 你会唱[SL:SONG_TYPE 黄梅戏]吗？]
来首绕口令。	[IN:PLAYMUSIC 来首[SL:SONG_NAME 绕口令]。]
佛教音乐	[IN:PLAYMUSIC [SL:SONG_TYPE 佛教]音乐]
我要听红楼梦	[IN:PLAYMUSIC 我要听[SL:MOVIE_NAME 红楼梦]]
要舞曲	[IN:PLAYMUSIC 要[SL:SONG_TYPE 舞曲]]
想听忘情水的。	[IN:PLAYMUSIC 想听[SL:SONG_NAME 忘情水]的。]
我想听老鼠爱大米。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 老鼠爱大米]。]
给我放大王叫我来巡山的歌。	[IN:PLAYMUSIC 给我放[SL:SONG_NAME 大王叫我来巡山]的歌。]
不得不爱	[IN:PLAYMUSIC [SL:SONG_NAME 不得不爱]]
你就不要想起我	[IN:PLAYMUSIC [SL:SONG_NAME 你就不要想起我]]
你会唱KTV热歌吗	[IN:PLAYMUSIC 你会唱KTV[SL:SONG_TYPE 热歌]吗]
我想听孙耀威的爱的故事上集	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 孙耀威]的[SL:SONG_NAME 爱的故事上集]]
摇篮曲来一个	[IN:PLAYMUSIC [SL:SONG_TYPE 摇篮曲]来一个]
跪着唱征服	[IN:PLAYMUSIC 跪着唱[SL:SONG_NAME 征服]]
播放岳云鹏的相声	[IN:PLAYFMCROSSTALK 播放[SL:ACTOR_NAME 岳云鹏]的相声]
旋风少女二，的歌。	[IN:PLAYMUSIC [SL:SONG_NAME 旋风少女二]，的歌。]
我要听二十四节气	[IN:PLAYFMSTORY 我要听[SL:STORY_TAG 二十四节气]]
一个小时后提醒我	[IN:REMIND [SL:DATE 一个小时]后提醒我]
??会不会唱薛之谦的	[IN:PLAYMUSIC ??会不会唱[SL:SINGER_NAME 薛之谦]的]
摇篮曲？	[IN:PLAYMUSIC [SL:SONG_TYPE 摇篮曲]？]
我要听咱们结婚吧！	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 咱们结婚吧]！]
唱摇篮曲吧	[IN:PLAYMUSIC 唱[SL:SONG_TYPE 摇篮曲]吧]
你给我唱一首有点甜的歌吧！	[IN:PLAYMUSIC 你给我唱一首[SL:SONG_NAME 有点甜]的歌吧！]
来首三国。	[IN:PLAYMUSIC 来首[SL:SONG_NAME 三国]。]
要听小兔子乖乖。	[IN:PLAYMUSIC 要听[SL:SONG_NAME 小兔子乖乖]。]
我要听最新的黄梅戏	[IN:PLAYMUSIC 我要听[SL:RANKING 最新]的[SL:SONG_TYPE 黄梅戏]]
播放蓝牙音乐	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 蓝牙]音乐]
改天我要听小猫咪。	[IN:PLAYMUSIC 改天我要听[SL:SONG_NAME 小猫咪]。]
袁浩歌	[IN:PLAYMUSIC [SL:SINGER_NAME 袁浩]歌]
放一首蔡琴的歌	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 蔡琴]的歌]
我想听若以止白的草木	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 若以止白]的[SL:SONG_NAME 草木]]
梦驼铃	[IN:PLAYMUSIC [SL:SONG_NAME 梦驼铃]]
让我们舞起来歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 让我们舞起来]歌曲。]
我要你给我唱神经病。	[IN:PLAYMUSIC 我要你给我唱[SL:SONG_NAME 神经病]。]
给我唱一首，我上幼儿园。	[IN:PLAYMUSIC 给我唱一首，[SL:SONG_NAME 我上幼儿园]。]
唱豫剧李树建。	[IN:PLAYMUSIC 唱[SL:SONG_TYPE 豫剧][SL:SINGER_NAME 李树建]。]
不仅仅是喜欢	[IN:PLAYMUSIC [SL:SONG_NAME 不仅仅是喜欢]]
我要听大个子老鼠小个子猫	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 大个子老鼠小个子猫]]
唱五月天的	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 五月天]的]
我想听后来。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 后来]。]
成语故事	[IN:PLAYFMSTORY [SL:STORY_TAG 成语]故事]
一首卓依婷的	[IN:PLAYMUSIC 一首[SL:SINGER_NAME 卓依婷]的]
我想听古诗	[IN:PLAYPOEM 我想听[SL:POEM_TAG 古诗]]
放一首好	[IN:PLAYMUSIC 放一首好]
给你点一首恋人心	[IN:PLAYMUSIC 给你点一首[SL:SONG_NAME 恋人心]]
长歌一曲	[IN:PLAYMUSIC [SL:SONG_NAME 长歌一曲]]
给我唱首歌，叫小苹果。	[IN:PLAYMUSIC 给我唱首歌，叫[SL:SONG_NAME 小苹果]。]
播放安和桥	[IN:PLAYMUSIC 播放[SL:SONG_NAME 安和桥]]
播放哆来咪	[IN:PLAYMUSIC 播放[SL:SONG_NAME 哆来咪]]
我想听白兰鸽。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 白兰鸽]。]
唱首王力宏的歌。	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 王力宏]的歌。]
放唐诗三百首	[IN:PLAYPOEM 放[SL:POEM_NAME 唐诗三百首]]
逆战这首歌有没有？	[IN:PLAYMUSIC [SL:SONG_NAME 逆战]这首歌有没有？]
播放东风破	[IN:PLAYFMFICTION 播放[SL:FICTION_NAME 东风破]]
播放fade	[IN:PLAYMUSIC 播放[SL:SONG_NAME fade]]
请播放恭喜发财	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 恭喜发财]]
播放水星记	[IN:PLAYMUSIC 播放[SL:SONG_NAME 水星记]]
来一首吧，你给我呀！	[IN:PLAYMUSIC 来一首吧，[SL:SONG_NAME 你给我呀]！]
我的好妈妈	[IN:PLAYMUSIC [SL:SONG_NAME 我的好妈妈]]
播放徐佳莹的VIP	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 徐佳莹]的[SL:SONG_NAME VIP]]
后天天气怎么样	[IN:GETWEATHER [SL:DATE 后天]天气怎么样]
我要听刘德华的冰雨！	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 刘德华]的[SL:SONG_NAME 冰雨]！]
我想听只是朋友这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 只是朋友]这首歌。]
珊瑚颂	[IN:PLAYMUSIC [SL:SONG_NAME 珊瑚颂]]
来一首，有点意思，是。	[IN:PLAYMUSIC 来一首，[SL:SONG_NAME 有点意思]，是。]
我是歌手李克勤	[IN:PLAYMUSIC [SL:ALBUM_NAME 我是歌手][SL:SINGER_NAME 李克勤]]
六点半播放因为爱情	[IN:PLAYMUSIC 六点半播放[SL:SONG_NAME 因为爱情]]
??唱个摇篮曲	[IN:PLAYMUSIC ??唱个[SL:SONG_TYPE 摇篮曲]]
你给我唱薛之谦的演员	[IN:PLAYMUSIC 你给我唱[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 演员]]
歌曲恋人心	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 恋人心]]
林俊杰的歌你会唱吗	[IN:PLAYMUSIC [SL:SINGER_NAME 林俊杰]的歌你会唱吗]
播放刘德华的音乐	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 刘德华]的音乐]
我想听，听过一首歌，大梦想家这首歌。	[IN:PLAYMUSIC 我想听，听过一首歌，[SL:SONG_NAME 大梦想家]这首歌。]
千字文	[IN:PLAYPOEM [SL:POEM_NAME 千字文]]
我想听红山果	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 红山果]]
再唱一首祝福	[IN:PLAYMUSIC 再唱一首[SL:SONG_NAME 祝福]]
放，请播放小鸭子。	[IN:PLAYMUSIC 放，请播放[SL:SONG_NAME 小鸭子]。]
播放日不落	[IN:PLAYMUSIC 播放[SL:SONG_NAME 日不落]]
来一首歌，我有一个好爸爸。	[IN:PLAYMUSIC 来一首歌，[SL:SONG_NAME 我有一个好爸爸]。]
请播放邓紫棋的歌	[IN:PLAYMUSIC 请播放[SL:SINGER_NAME 邓紫棋]的歌]
唱一首爱是你我。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 爱是你我]。]
播放慕容晓晓的黄梅戏	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 慕容晓晓]的[SL:SONG_NAME 黄梅戏]]
我想听杨宗纬的空白格	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 杨宗纬]的[SL:SONG_NAME 空白格]]
我要听快乐的小青蛙	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 快乐的小青蛙]]
放个催眠曲	[IN:PLAYMUSIC 放个[SL:SONG_TYPE 催眠曲]]
放个舞曲	[IN:PLAYMUSIC 放个[SL:SONG_TYPE 舞曲]]
放钢琴曲	[IN:PLAYMUSIC 放[SL:SONG_TYPE 钢琴曲]]
陈奕迅的歌会吗	[IN:PLAYMUSIC [SL:SINGER_NAME 陈奕迅]的歌会吗]
播放神曲来了	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 神曲][SL:SONG_NAME 来了]]
唱首首鸭子。	[IN:PLAYMUSIC 唱首首[SL:SONG_NAME 鸭子]。]
我想听蜗牛与黄鹂鸟这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 蜗牛与黄鹂鸟]这首歌。]
我想听上海滩这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 上海滩]这首歌。]
萧亚轩的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 萧亚轩]的歌]
播放天之大，歌曲。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 天之大]，歌曲。]
讲个杨子江和小肥仔的笑话	[IN:PLAYFMJOKE 讲个杨子江和[SL:JOKE_TAG 小肥仔]的笑话]
我想听嘴巴嘟嘟	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 嘴巴嘟嘟]]
记得我想听歌曲有点甜。	[IN:PLAYMUSIC 记得我想听歌曲[SL:SONG_NAME 有点甜]。]
搜索歌曲，傻样。	[IN:PLAYMUSIC 搜索歌曲，[SL:SONG_NAME 傻样]。]
唱首初音的歌	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 初音]的歌]
起来播一首小苹果	[IN:PLAYMUSIC 起来播一首[SL:SONG_NAME 小苹果]]
天之大	[IN:PLAYMUSIC [SL:SONG_NAME 天之大]]
我想听天之大的歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 天之大]的歌。]
唱首陈绮贞的歌	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 陈绮贞]的歌]
播放好心分手	[IN:PLAYMUSIC 播放[SL:SONG_NAME 好心分手]]
播放林俊杰的只对你有感觉	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林俊杰]的[SL:SONG_NAME 只对你有感觉]]
播放，青蛙也会变王子？	[IN:PLAYMUSIC 播放，[SL:SONG_NAME 青蛙也会变王子]？]
大梦想家歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 大梦想家]歌曲。]
后弦新歌..	[IN:PLAYMUSIC [SL:SINGER_NAME 后弦][SL:SONG_TYPE 新歌]..]
佛音	[IN:PLAYMUSIC [SL:SONG_TYPE 佛音]]
切换到辰东的遮天小说	[IN:PLAYFMFICTION 切换到[SL:AUTHOR_NAME 辰东]的[SL:FICTION_NAME 遮天]小说]
播放娱乐新闻	[IN:GETNEWS 播放[SL:NEWS_TAG 娱乐]新闻]
放一首城市天下。	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 城市天下]。]
帮我找一首tfboys。	[IN:PLAYMUSIC 帮我找一首[SL:SINGER_NAME tfboys]。]
我要听小宝宝。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 小宝宝]。]
来一首静夜思。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 静夜思]。]
小步舞曲	[IN:PLAYMUSIC [SL:SONG_NAME 小步舞曲]]
我想听陈芳语的心动拍拍	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 陈芳语]的[SL:SONG_NAME 心动拍拍]]
请继续播放米小圈上学记	[IN:CONTROLSYSTEM 请继续播放[SL:STORY_NAME 米小圈上学记]]
唱字母歌	[IN:PLAYMUSIC 唱[SL:SONG_NAME 字母歌]]
十五分钟后叫我	[IN:REMIND [SL:DATE 十五分钟]后叫我]
给我唱，风雨无阻。	[IN:PLAYMUSIC 给我唱，[SL:SONG_NAME 风雨无阻]。]
听歌丑八怪。	[IN:PLAYMUSIC 听歌[SL:SONG_NAME 丑八怪]。]
唱一首小鸡小鸡，卡。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 小鸡小鸡]，卡。]
蜀道难	[IN:PLAYPOEM [SL:POEM_NAME 蜀道难]]
歌曲拾稻穗的小姑娘。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 拾稻穗的小姑娘]。]
王源所有歌曲。	[IN:PLAYMUSIC [SL:SINGER_NAME 王源]所有歌曲。]
孟庭苇的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 孟庭苇]的歌]
请你播放一首大鱼海棠	[IN:PLAYMUSIC 请你播放一首[SL:SONG_NAME 大鱼海棠]]
播放小了白了兔	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小了白了兔]]
我想听舍不得这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 舍不得]这首歌。]
唱首小苹果。	[IN:PLAYMUSIC 唱首[SL:SONG_NAME 小苹果]。]
孙燕姿新歌	[IN:PLAYMUSIC [SL:SINGER_NAME 孙燕姿][SL:SONG_TYPE 新歌]]
讲个洛天依和乐正绫的段子	[IN:PLAYFMJOKE 讲个洛天依和[SL:JOKE_TAG 乐正绫]的段子]
我想听天天听儿歌	[IN:PLAYMUSIC 我想听[SL:ALBUM_NAME 天天听儿歌]]
唱个英文的吧	[IN:PLAYMUSIC 唱个[SL:SONG_TYPE 英文]的吧]
播放多希望是你。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 多希望是你]。]
唱一个，大王叫我来巡山。	[IN:PLAYMUSIC 唱一个，[SL:SONG_NAME 大王叫我来巡山]。]
小曲儿的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 小曲儿]的歌]
我要黎姿的歌曲	[IN:PLAYMUSIC 我要[SL:SINGER_NAME 黎姿]的歌曲]
唱小苹果这首歌。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小苹果]这首歌。]
我想听林俊杰的歌曲	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 林俊杰]的歌曲]
歌曲waydowninthehole	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME waydowninthehole]]
我想听江南style这首。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 江南style]这首。]
虫儿飞这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 虫儿飞]这首歌。]
播放流行歌曲	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 流行]歌曲]
让我唱一首英语歌。	[IN:PLAYMUSIC 让我唱一首[SL:SONG_TYPE 英语]歌。]
我想听宠爱这首歌	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 宠爱]这首歌]
唱个黄梅戏	[IN:PLAYMUSIC 唱个[SL:SONG_TYPE 黄梅戏]]
搜索歌曲，烈火神盾。	[IN:PLAYMUSIC 搜索歌曲，[SL:SONG_NAME 烈火神盾]。]
刘涛的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 刘涛]的歌]
播放米津玄师的歌	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 米津玄师]的歌]
我想听作业之歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 作业之歌]。]
我想听小苹果啊!	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小苹果]啊!]
我要听歌曲捉泥鳅。	[IN:PLAYMUSIC 我要听歌曲[SL:SONG_NAME 捉泥鳅]。]
我想听张杰的这就是爱	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 张杰]的[SL:SONG_NAME 这就是爱]]
播放一首陈奕迅的	[IN:PLAYMUSIC 播放一首[SL:SINGER_NAME 陈奕迅]的]
我要听，不可以。	[IN:PLAYMUSIC 我要听，[SL:SONG_NAME 不可以]。]
李白这首歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 李白]这首歌曲。]
我要听二人转	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 二人转]]
一百万个可能。	[IN:PLAYMUSIC [SL:SONG_NAME 一百万个可能]。]
谭咏麟	[IN:PLAYMUSIC [SL:SINGER_NAME 谭咏麟]]
李星的预言。	[IN:PLAYMUSIC [SL:SINGER_NAME 李星]的[SL:SONG_NAME 预言]。]
牵牛花开的日子，主题曲。	[IN:PLAYMUSIC [SL:ALBUM_NAME 牵牛花开的日子]，[SL:SONG_TYPE 主题曲]。]
音乐oppo	[IN:CHAT 音乐[SL:SONG_NAME oppo]]
我喜欢鹿晗的歌	[IN:PLAYMUSIC 我喜欢[SL:SINGER_NAME 鹿晗]的歌]
我想听小丑歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE 小丑]歌曲。]
昨晚的歌呢！	[IN:PLAYMUSIC [SL:SONG_NAME 昨晚]的歌呢！]
爸爸去哪儿	[IN:PLAYMUSIC [SL:SONG_NAME 爸爸去哪儿]]
播放宝宝巴士儿歌	[IN:PLAYMUSIC 播放[SL:ALBUM_NAME 宝宝巴士][SL:SONG_TYPE 儿歌]]
唱首初音的歌好吗	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 初音]的歌好吗]
唱一首倍儿爽微博了。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 倍儿爽]微博了。]
我想听宝贝宝贝	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 宝贝宝贝]]
播放国际新闻	[IN:GETNEWS 播放[SL:NEWS_TAG 国际]新闻]
突然想起你	[IN:PLAYMUSIC [SL:SONG_NAME 突然想起你]]
消防员山姆	[IN:PLAYFMSTORY [SL:STORY_NAME 消防员山姆]]
想听薛之谦的歌	[IN:PLAYMUSIC 想听[SL:SINGER_NAME 薛之谦]的歌]
我想听繁花这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 繁花]这首歌。]
我想听黑猫警长。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 黑猫警长]。]
唱一首不可说。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 不可说]。]
我要听张学友的	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 张学友]的]
小半	[IN:PLAYMUSIC [SL:SONG_NAME 小半]]
说唱	[IN:PLAYMUSIC [SL:SONG_TYPE 说唱]]
我想听葫芦娃的歌	[IN:PLAYMUSIC 我想听[SL:MOVIE_NAME 葫芦娃]的歌]
你会唱梁静茹的歌吗？	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 梁静茹]的歌吗？]
小狗圆舞曲	[IN:PLAYMUSIC [SL:SONG_NAME 小狗圆舞曲]]
听歌曲锦鲤抄。	[IN:PLAYMUSIC 听歌曲[SL:SONG_NAME 锦鲤抄]。]
唱莫文蔚的歌	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 莫文蔚]的歌]
唱一首大梦想的歌。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 大梦想]的歌。]
打开今天的新闻	[IN:GETNEWS 打开[SL:NEWS_TIME 今天]的新闻]
我要听不到最后绝不放手	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 不到最后绝不放手]]
点首歌舍不得。	[IN:PLAYMUSIC 点首歌[SL:SONG_NAME 舍不得]。]
唱首faded	[IN:PLAYMUSIC 唱首[SL:SONG_NAME faded]]
小欧，我想听艳火。	[IN:PLAYMUSIC 小欧，我想听[SL:SONG_NAME 艳火]。]
你再来首刚好遇见你	[IN:PLAYMUSIC 你再来首[SL:SONG_NAME 刚好遇见你]]
播多少	[IN:PLAYMUSIC 播[SL:SONG_NAME 多少]]
我想听过火。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 过火]。]
推荐7妹的这首歌，可以听随机换	[IN:PLAYMUSIC 推荐[SL:SINGER_NAME 7妹]的这首歌，可以听随机换]
我想听薛之谦的下雨了	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 下雨了]]
放首流行歌曲。	[IN:PLAYMUSIC 放首[SL:SONG_TYPE 流行歌曲]。]
唱豫剧	[IN:PLAYMUSIC 唱[SL:SONG_TYPE 豫剧]]
唱周杰伦的歌吧	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 周杰伦]的歌吧]
我要听摩天轮的思念	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 摩天轮的思念]]
关掉灯光	[IN:CONTROLSYSTEM 关掉灯光]
播放一路向北	[IN:PLAYMUSIC 播放[SL:SONG_NAME 一路向北]]
菊花台	[IN:PLAYMUSIC [SL:SONG_NAME 菊花台]]
唱一首上海滩	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 上海滩]]
我要听江南style的歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 江南style]的歌。]
我要听玖月奇迹的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 玖月奇迹]的歌]
陈明歌曲	[IN:PLAYMUSIC [SL:SINGER_NAME 陈明]歌曲]
叮咚	[IN:CHAT 叮咚]
唱一首周杰伦的晴天	[IN:PLAYMUSIC 唱一首[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 晴天]]
5566哪首歌最好听	[IN:PLAYMUSIC [SL:SINGER_NAME 5566]哪首歌最好听]
儿歌多多	[IN:PLAYMUSIC [SL:ALBUM_NAME 儿歌多多]]
雷电波尔卡	[IN:PLAYMUSIC [SL:SONG_NAME 雷电波尔卡]]
想听薛之谦的绅士	[IN:PLAYMUSIC 想听[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 绅士]]
歌曲宠爱。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 宠爱]。]
今天下雪吗	[IN:GETWEATHER [SL:DATE 今天]下雪吗]
我要听邓紫棋的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 邓紫棋]的歌]
播放上学歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 上学歌]]
播放阳光彩虹小白马	[IN:PLAYMUSIC 播放[SL:SONG_NAME 阳光彩虹小白马]]
唱一首告白气球	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 告白气球]]
播放小水果。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小水果]。]
中文经典老歌	[IN:PLAYMUSIC 中文[SL:SONG_TYPE 经典老歌]]
芭蕾舞歌曲	[IN:PLAYMUSIC [SL:SONG_TYPE 芭蕾舞歌曲]]
举头望明月	[IN:ASKKNOWLEDGE 举头望明月]
韩雅乐	[IN:CHAT [SL:SINGER_NAME 韩雅乐]]
我想听相亲相爱。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 相亲相爱]。]
豪少的?架架	[IN:PLAYMUSIC [SL:SINGER_NAME 豪少]的?[SL:SONG_NAME 架架]]
王心凌唱的不哭	[IN:PLAYMUSIC [SL:SINGER_NAME 王心凌]唱的[SL:SONG_NAME 不哭]]
只是放王菲的歌	[IN:PLAYMUSIC 只是放[SL:SINGER_NAME 王菲]的歌]
我想听薛之谦的怪咖	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 怪咖]]
我是歌手尚雯婕	[IN:PLAYMUSIC [SL:ALBUM_NAME 我是歌手][SL:SINGER_NAME 尚雯婕]]
放一首真的不容易	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 真的不容易]]
唱一首世上只有妈妈好。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 世上只有妈妈好]。]
播放千本樱	[IN:PLAYMUSIC 播放[SL:SONG_NAME 千本樱]]
我想听快乐的00后这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 快乐的00后]这首歌。]
放一首一个人走	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 一个人走]]
我想听爱的供养。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 爱的供养]。]
我想听雨一直下。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 雨一直下]。]
唱牡丹之歌	[IN:PLAYMUSIC 唱[SL:SONG_NAME 牡丹之歌]]
我想听，数鸭子。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 数鸭子]。]
播放爱的供养	[IN:PLAYMUSIC 播放[SL:SONG_NAME 爱的供养]]
欧豪的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 欧豪]的歌]
帮我搜索一下，广场音乐并且播放。	[IN:PLAYMUSIC 帮我搜索一下，[SL:SONG_TYPE 广场音乐]并且播放。]
摇滚歌。	[IN:PLAYMUSIC [SL:SONG_TYPE 摇滚]歌。]
李荣浩	[IN:PLAYMUSIC [SL:SINGER_NAME 李荣浩]]
我要好好的唱首小苹果啊！	[IN:SING 我要好好的唱首[SL:SONG_NAME 小苹果]啊！]
播放军中绿花	[IN:PLAYMUSIC 播放[SL:SONG_NAME 军中绿花]]
唱《超级冠军》，发语音	[IN:PLAYMUSIC 唱《[SL:SONG_NAME 超级冠军]》，发语音]
哦,给我唱一个王菲的歌。	[IN:PLAYMUSIC 哦,给我唱一个[SL:SINGER_NAME 王菲]的歌。]
给我播放巅峰榜内地上的歌	[IN:PLAYMUSIC 给我播放[SL:LIST 巅峰榜内地]上的歌]
播放跟风超人的你打不过我吧	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 跟风超人]的[SL:SONG_NAME 你打不过我吧]]
唱一首小苹果	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 小苹果]]
古巨基的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 古巨基]的歌]
我想听love!着首歌	[IN:PLAYMUSIC 我想听[SL:SONG_NAME love]!着首歌]
